date,region,vehicle_type,traffic,category,shipment_volume,distance_km,fuel_cost,delivery_time_hr,transport_cost,on_time
2026-02-20,East,Truck,Medium,Grocery,31,31.671106498155904,3.827592040547757,2.5189875927282133,78.15578304924864,False
2026-04-18,South,Van,Low,Grocery,34,23.94288221034449,3.323831074109541,1.2761267640899403,67.60396645978173,True
2026-02-24,East,Bike,Low,Home,32,19.9124827245637,0.5058499565021642,1.0845030695841822,54.04582328954127,True
2026-04-26,South,Bike,Low,Electronics,42,27.05641668079521,0.6038718360436143,1.4807793176192072,70.00423331158167,True
2026-03-05,North,Bike,Low,Home,46,8.261285314772508,0.513102718164331,0.8719380156974398,41.52822260330096,True
2026-01-03,South,Van,Medium,Home,35,41.82972804536296,3.623288118309286,2.5997274116704983,96.11704506464088,False
2026-04-11,East,Truck,Low,Grocery,35,29.8869503627095,4.270317869361274,2.1128510887132923,75.34053163531593,False
2026-02-20,South,Truck,Medium,Grocery,40,31.80291197755445,5.1764340481349125,2.3759483950314078,85.42731740574379,False
2026-01-07,West,Van,Low,Electronics,40,14.332619563110503,2.302634324939924,0.9062704001264202,61.103331832632975,True
2026-01-21,North,Van,Low,Electronics,37,35.54383777166937,3.9064832797478526,1.7343829580021035,70.16056638681646,True
2026-03-14,South,Van,Low,Clothing,33,19.859845550763342,1.8876621109355547,1.139587242148666,57.18580390765598,True
2026-02-08,West,Truck,Medium,Home,47,15.42697689463293,2.368042619185025,1.9004405156151256,52.249633825470085,False
2026-01-18,South,Truck,Medium,Grocery,45,23.647448664544022,2.851490862275617,2.008511587840517,69.32669542678872,False
2026-01-04,South,Truck,Medium,Electronics,41,23.437004226104637,3.4298972059219004,2.008916967630174,74.21169320393258,False
2026-03-30,East,Van,Medium,Clothing,38,14.29316634739203,1.298380744709038,2.0488800373811804,60.78337044916954,False
2026-03-01,East,Van,Medium,Clothing,35,15.945563818127711,1.743282098865141,2.125910635278302,62.73919680219,False
2026-01-14,East,Van,Low,Grocery,40,15.240914022047548,2.474281298027189,1.6049951957132462,58.99987930842583,True
2026-04-24,North,Bike,Low,Grocery,49,15.326564389288578,0.5,0.7417158368376184,54.60649944529516,True
2026-01-09,North,Van,High,Clothing,37,20.5071188361036,1.9697925525823583,2.453704982128013,77.1386855694964,False
2026-03-31,East,Van,Medium,Electronics,47,11.49913377444788,0.5,1.5992929650764407,60.96790632342343,True
2026-02-22,West,Van,Low,Clothing,43,17.777629523274577,1.6401372579811018,1.3812705804736445,58.28932803378314,True
2026-01-02,East,Bike,High,Home,37,33.40621093545842,1.448270637947116,2.647757791013149,96.02580995779836,False
2026-03-25,North,Bike,High,Home,33,31.40978506893765,1.0550823404159408,2.4421994523334742,86.13135194943624,False
2026-04-02,East,Bike,Low,Grocery,43,14.551086831965208,1.211201189496487,1.172787486656479,59.645347167300464,True
2026-04-21,East,Truck,Medium,Electronics,48,32.6238442556481,5.171737326358149,2.7133121547955747,85.19864240943676,False
2026-03-01,North,Truck,Medium,Electronics,38,6.30204657777556,1.3349522528995323,1.452403934997923,39.3605697870862,True
2026-03-12,South,Van,Medium,Home,51,45.86229889810938,4.576297163201112,2.6041306301230644,101.76660614071146,False
2026-02-13,South,Bike,Medium,Clothing,31,35.70281872922033,1.931832616006081,2.1536124665188288,85.15122386410327,True
2026-01-08,South,Bike,Low,Grocery,46,18.96241279073904,1.7605209920379887,1.4154347061495125,60.69368079728702,True
2026-02-16,South,Truck,Medium,Clothing,38,27.44183905561599,4.252260965821377,2.3983056997019023,70.44558722932501,False
2026-02-04,South,Bike,Medium,Clothing,50,11.39172604701784,0.9901253797077296,1.5348646624246802,52.40663307789935,True
2026-03-19,North,Truck,High,Clothing,31,24.54398510933232,3.526462355723982,2.3965166535323634,72.09043037236127,False
2026-03-22,North,Truck,Medium,Electronics,40,22.3470327074778,3.785997874172976,1.8766584931197487,62.45302296493805,True
2026-02-05,West,Bike,Low,Home,46,16.48712949546844,0.6597784103383786,0.6914816946779117,61.61447402574401,True
2026-02-19,West,Bike,Medium,Electronics,32,19.78298262306727,0.5,1.830567202406004,67.68314108128318,True
2026-04-14,South,Truck,Low,Home,47,18.89711271771516,2.9256401716813807,1.2646640032763212,65.60768810392004,True
2026-01-04,West,Truck,Medium,Grocery,35,13.814369526141284,1.929590862380116,1.551050582421846,52.791493812411495,True
2026-01-02,East,Van,Medium,Grocery,35,16.27667478693003,0.9778992408988852,2.116579142141172,56.91693189278218,False
2026-01-06,South,Truck,Low,Clothing,30,11.023400166002588,1.7947988089833296,1.0707853404200671,38.170403478607255,True
2026-02-23,South,Van,Medium,Home,37,31.71597689004556,2.928090655225789,2.2986007215734725,83.59292865577731,False
2026-04-16,North,Truck,Low,Home,39,15.61098528189358,3.811391294001712,1.3134922994443032,53.96518571786315,True
2026-01-04,North,Bike,Low,Home,41,13.001812155868611,0.5,0.8899655750244033,63.85254582422476,True
2026-02-23,East,Truck,Medium,Clothing,33,31.573542118343973,4.348082804240753,2.5559349781698817,85.61450209351187,False
2026-04-03,East,Truck,Medium,Clothing,37,27.32658318905397,4.626918392294871,2.3215975553727266,76.29242857588794,False
2026-03-04,North,Van,High,Grocery,37,31.240509503540636,3.220393651583726,2.618017545169465,86.57474317552135,False
2026-01-18,West,Van,Medium,Electronics,43,32.24474901776989,3.767839686033836,1.825669491775847,89.02589366292948,True
2026-03-31,West,Truck,Low,Home,50,41.43709407244582,6.593925555483157,1.9968821404804429,91.6488024603884,True
2026-02-13,North,Van,Medium,Home,38,22.595642099761346,2.110504212905909,1.362184540742741,73.36143431470025,True
2026-02-03,West,Van,Low,Electronics,29,10.881530889040432,0.5219691664634108,0.8131720931479846,37.55065537682618,True
2026-03-15,West,Van,High,Home,42,26.43934020685913,3.2581181080478228,2.1647609356480992,77.933358034558,False
2026-03-03,West,Bike,Medium,Clothing,44,17.978958394081644,0.5,1.6446960404844864,52.99648801380425,True
2026-04-10,North,Truck,High,Clothing,30,15.382452450160134,2.6357878122986933,2.57757591403115,63.31318241299367,False
2026-01-14,East,Van,Low,Home,46,24.89932654995517,3.027978728510875,1.6110660682677933,70.72360128374646,True
2026-04-05,South,Truck,Medium,Clothing,52,31.79177459708631,4.870612050734896,2.5069162695444738,83.02983550165366,False
2026-02-17,East,Truck,Medium,Clothing,43,16.47604642563345,2.416920804913673,2.239008230651677,54.93217800485275,False
2026-01-15,West,Truck,High,Home,48,35.469492785985466,5.055094634730288,2.751615999982903,103.3113249517778,False
2026-03-13,East,Truck,Low,Grocery,44,15.093474368974658,2.547722749708008,1.2794937816600436,53.04686558389487,True
2026-03-19,West,Van,Low,Electronics,35,21.80487100807083,0.918843481860712,1.5409718939537949,57.7610731899069,True
2026-03-28,West,Truck,High,Clothing,40,27.47677093602781,4.580976347659876,2.732493088039849,91.39865976893324,False
2026-03-03,West,Truck,Medium,Grocery,37,20.50890712184348,3.2326449573248106,1.539890540593155,60.86349144314882,True
2026-02-09,South,Bike,Medium,Clothing,33,8.015978949553169,0.5,1.3045646653648548,49.35785272907634,True
2026-03-26,North,Truck,Low,Clothing,36,32.346667426099245,5.122769474644114,1.7051443264304866,72.46238169040096,True
2026-03-21,South,Van,High,Electronics,43,18.38882093679576,1.3127258219940965,2.3007288156053867,66.76794130099856,False
2026-04-19,West,Van,Low,Clothing,41,30.704086044543235,2.138082325042892,0.966861490877097,79.58278949595396,True
2026-03-23,North,Truck,Medium,Electronics,40,12.62270278475104,2.167377713115694,1.343903049656096,52.47600456834399,True
2026-04-21,South,Bike,High,Electronics,40,14.159070761132291,1.3711946693453865,2.240844644407926,62.36537478732032,False
2026-02-22,North,Truck,Low,Electronics,42,31.761900685998214,4.140363718958191,1.595635123765979,76.29677183317722,True
2026-01-24,East,Truck,Medium,Grocery,45,27.06457283467821,3.721392754726737,2.616218878120266,68.56110713425325,False
2026-01-26,West,Truck,Low,Home,35,20.05272860383791,3.446719135457222,1.370650383949607,66.20961125777231,True
2026-03-30,West,Truck,Low,Grocery,41,27.195284383537537,4.376769471424402,1.6470055620041746,69.24354890761283,True
2026-03-01,North,Van,High,Home,34,15.413647780100778,2.9518318222486,2.37260807077718,62.8562163368179,False
2026-04-19,West,Bike,High,Home,42,24.992332057400183,1.8586241241286643,2.4592323191635863,82.00790214713192,False
2026-02-10,East,Van,Medium,Electronics,40,25.15698531051059,3.017424469955483,2.6388055728355533,73.73711825284838,False
2026-01-29,South,Truck,Medium,Clothing,33,20.63596555328074,2.854869745760818,1.650023043503844,59.68279027289408,True
2026-01-15,East,Bike,Low,Electronics,41,16.482428649683175,1.1426961841083818,1.1947750560371515,60.826589216767786,True
2026-02-14,South,Van,Low,Clothing,46,24.632237203933144,3.2593210545268967,1.6388490556462405,71.62836354122071,True
2026-03-06,South,Van,Low,Home,39,23.50516971029192,2.3940669752978434,1.7475252546834124,66.34688130267861,True
2026-03-30,East,Van,Low,Electronics,32,19.80760128972352,2.02705157723926,1.5217565661095749,58.5397060170009,True
2026-03-12,North,Bike,Low,Clothing,36,14.695669768373248,0.8718709242336484,0.6845581796582525,59.26959986226382,True
2026-01-09,South,Van,Medium,Grocery,40,24.11229344401921,2.232766404959511,2.326340378578698,66.92374374196402,False
2026-03-29,South,Van,Low,Clothing,42,19.83009871647055,2.203193946584899,1.1922530921850676,62.57293215236809,True
2026-01-01,North,Van,Low,Electronics,50,14.6880814160676,1.6520360109111547,1.0442514482797582,52.123378736903895,True
2026-04-18,South,Van,Medium,Grocery,34,24.391768296823003,3.2271295570977108,2.236021064120027,59.64571182837563,False
2026-01-08,East,Van,High,Clothing,37,38.47474924849848,3.954622071962524,3.1521254008044752,88.18218871085824,False
2026-03-29,East,Truck,Low,Clothing,44,20.6985510068363,3.5119032517882043,1.5432271231710013,57.3295721857127,True
2026-03-04,East,Truck,High,Clothing,44,37.47998887117821,5.7375938981362,3.2596740453779005,95.12176692026476,False
2026-01-11,West,Van,High,Clothing,33,43.02898543257086,4.805935219221951,3.277740860234187,114.79967616728916,False
2026-04-25,East,Van,Low,Clothing,40,15.419229878600923,1.506492832146743,1.6737819202474689,56.59174848336188,True
2026-03-22,East,Van,High,Grocery,39,24.08139787379068,2.786609620873364,2.84545952543883,80.18788180867266,False
2026-01-08,North,Van,Medium,Home,42,42.93358726034678,4.835732785426214,2.640952017399535,97.12166772228574,False
2026-02-04,South,Truck,Medium,Grocery,37,22.910280347318604,3.071098193958369,2.009798997308468,68.17757038594108,False
2026-02-04,South,Truck,Medium,Grocery,30,24.3313093118886,4.267421882644504,2.3337706130790505,79.6442943571584,False
2026-02-02,North,Van,Medium,Grocery,39,8.969950730625975,0.8669300025891177,1.161243953654107,40.75133526358244,True
2026-01-05,South,Truck,Medium,Home,52,19.21504289712299,2.7669231364722964,2.394777846892122,68.62451047737721,False
2026-04-16,South,Van,Medium,Electronics,34,29.000298162020435,2.725527656760636,2.4240088589138344,84.52694098568298,False
2026-04-13,West,Bike,Medium,Home,49,45.86354378656125,2.6566850334050773,2.2356745007145,111.63820829653112,True
2026-02-10,West,Truck,Medium,Grocery,34,22.235938498754784,3.4444907073004067,2.196208253733969,74.99340274269609,False
2026-01-28,East,Truck,Medium,Clothing,43,9.036363099737803,1.5674995139531185,2.051384781334943,49.11068908722924,False
2026-01-07,South,Van,Medium,Clothing,42,11.35275728304022,1.3676388676625386,1.916033530585532,54.37403891464784,False
2026-03-14,North,Bike,Low,Grocery,37,23.67789282655533,1.5761471958681237,0.5789975462150195,65.60960581511262,True
2026-03-13,West,Van,Low,Clothing,44,34.59486118247024,4.881788276428251,1.846681924057419,86.60876262852679,True
2026-01-12,West,Van,High,Grocery,34,29.73618314587856,3.1401605211165817,2.8189109619866506,79.03505181459465,False
2026-02-03,North,Van,Low,Clothing,41,28.142302771591137,2.6243837670594115,1.4577019152815922,77.06231134068467,True
2026-02-02,East,Van,Low,Home,44,35.78229948225837,2.848225446084923,2.070387629126348,87.25380576133576,True
2026-02-17,North,Bike,Low,Electronics,40,17.517938212329437,0.5,1.029954123792625,56.66610106038337,True
2026-04-29,North,Bike,Low,Electronics,33,24.17185247961809,1.8853587792178048,1.419321570242017,73.4383295324873,True
2026-01-23,North,Van,High,Home,45,19.316560918178443,2.3522049244566348,2.370585882731926,69.2137424276527,False
2026-03-03,South,Truck,Medium,Home,34,21.556898380931337,2.73382552811261,2.0060175072802924,70.97230266354573,False
2026-03-29,West,Bike,High,Grocery,48,14.943575811070634,1.9307922680585343,2.4635792358184085,71.13893549265826,False
2026-02-06,East,Bike,Medium,Grocery,48,20.90421535709584,1.2967758595879495,2.049639560780081,72.11925572642586,False
2026-04-09,South,Truck,Medium,Grocery,39,23.75055990379141,3.888479309033821,2.1433605937137474,64.90786949719379,False
2026-02-13,East,Bike,Low,Clothing,39,20.656756501246047,2.146022938539769,1.912412250397303,62.73336406364715,False
2026-04-14,West,Bike,Medium,Grocery,30,22.550446472875784,2.023029630380864,1.602067943294632,75.14556353861497,True
2026-03-27,West,Truck,Low,Home,27,27.64536489093468,4.636543422219346,1.2748914291110087,59.31754790751523,True
2026-04-01,North,Van,High,Electronics,35,35.14826192157959,4.063713775137671,2.720156027320249,91.34151350696736,False
2026-02-04,South,Van,High,Clothing,40,35.80040281301338,4.174295588643295,3.020068187690914,100.50216695851172,False
2026-03-06,North,Bike,Low,Grocery,44,30.85279590657293,1.5884685655911035,1.4580185727830672,77.56523065624985,True
2026-04-09,South,Van,High,Clothing,53,12.660166694055157,1.45837430677068,2.335328549627208,66.51269746065486,False
2026-04-11,North,Bike,High,Clothing,42,20.75631012987132,1.400041279476543,2.370208051113695,78.97823584429615,False
2026-02-16,East,Van,Medium,Grocery,38,21.531434723586585,2.203748478506306,2.616199518905076,67.17375523730323,False
2026-03-19,South,Van,Low,Clothing,40,18.08565152290292,1.464554630532808,1.4930660508073113,59.77771246477723,True
2026-01-03,North,Van,Medium,Electronics,36,27.081160611266466,2.723763183594078,1.988756812267508,74.51515361536403,True
2026-01-01,North,Van,Medium,Home,32,9.65104356046688,0.5687899002913581,1.2472471920286896,47.40814692857525,True
2026-01-05,South,Bike,Low,Home,48,39.242098225754624,2.187283059309008,1.4482658257910055,102.77826442440102,True
2026-03-31,North,Bike,Low,Electronics,37,34.756986043695434,1.110428514000318,0.8885136833212022,81.91358590432468,True
2026-04-29,South,Bike,High,Clothing,40,28.303820357115814,1.7101774493697663,2.52326876631724,81.30515136380161,False
2026-01-14,North,Truck,Low,Grocery,34,23.441016030718338,2.899283961755668,0.7525230481255619,69.06234599271224,True
2026-04-13,North,Van,Medium,Clothing,41,35.05955365565298,3.49969025684671,2.1146823185228967,83.60769650505316,True
2026-01-27,South,Truck,High,Electronics,41,30.204644431022405,4.908565370324854,2.8582185804458398,83.22359158175853,False
2026-01-09,East,Truck,High,Clothing,35,33.95974005796283,5.6197757291648776,2.9768775598513684,87.39587062007928,False
2026-03-20,North,Truck,Low,Home,38,23.46853125966144,3.9401839892450985,1.3499011906347165,63.73685084018503,True
2026-01-15,North,Van,High,Clothing,45,40.103817772777504,4.354781127654884,2.683324282335303,101.69992022345482,False
2026-03-31,North,Truck,Low,Electronics,43,34.501990881208705,4.844135594725977,1.7828076190428837,87.01358381420104,True
2026-02-11,West,Truck,Low,Home,36,28.58582665892338,4.872076891823165,1.794926382782719,70.67622314503785,True
2026-03-18,South,Bike,Medium,Clothing,39,35.30375628388039,1.4483259815861214,1.952973422465352,91.33813958619054,True
2026-02-20,East,Bike,Medium,Clothing,25,20.22754252349425,1.60507395799663,1.889038458587846,64.673594435625,False
2026-03-04,West,Truck,Medium,Home,50,13.49249676587676,2.373804139577665,1.640601959580359,53.64581399044378,True
2026-04-06,North,Truck,Medium,Grocery,40,26.89395461742728,4.78006864733402,1.5741092218789912,79.09915975050454,True
2026-04-13,West,Truck,Low,Home,40,23.48618598767878,3.651549645897545,1.518946623199532,70.27068069569356,True
2026-04-23,East,Van,Low,Grocery,37,22.22054391950134,1.964713263302681,1.320048580836857,53.99716089207279,True
2026-02-21,North,Bike,Medium,Electronics,33,34.94680835414463,1.3403808236062922,1.9731659383880007,86.874957713294,True
2026-04-06,South,Bike,High,Electronics,47,25.504252918895677,0.8710232099814452,2.473652993680691,78.15955148278373,False
2026-01-04,East,Truck,Medium,Home,33,26.37212166181936,3.3511302207088445,2.000473167398619,78.63211347748222,True
2026-04-04,South,Van,Low,Home,43,21.05652697121313,2.6348366445988334,1.274020864509394,60.09458587901255,True
2026-04-11,West,Van,Medium,Electronics,37,31.930108253515733,3.832998995483732,1.9440003993807493,75.15425201639604,True
2026-01-23,South,Truck,Low,Grocery,41,30.316882031771275,4.948281681290129,2.031200718246184,76.32208306590135,True
2026-04-13,East,Van,Low,Electronics,45,31.86293709204864,3.330739984232132,1.9484966650442648,75.50269097217979,True
2026-04-19,South,Bike,High,Home,35,19.524624300274397,2.0012860829232224,2.213788406628049,72.31109398811475,False
2026-01-15,West,Van,Low,Electronics,37,35.73679614042295,3.708196777410607,2.0838459014819057,79.70897152324665,True
2026-02-12,East,Van,Low,Home,44,40.54891581389736,4.357048724123975,2.296368340157962,93.08328726559952,True
2026-01-29,North,Bike,Medium,Home,32,31.578345575922352,1.7152758256776257,1.6929117571848742,87.63548777850046,True
2026-02-05,North,Truck,Medium,Electronics,37,16.716405414801383,2.438804209385663,1.2074097999191404,63.76307150401283,True
2026-01-13,North,Van,Medium,Grocery,39,16.78017944187419,2.045857361820784,1.3860231108536198,61.31847415134974,True
2026-02-01,North,Van,Low,Clothing,41,20.62160739966221,1.8801952668224968,1.0906759042228042,60.80560290671505,True
2026-03-12,North,Van,Low,Electronics,37,18.92060507383331,1.6714035108209095,1.1717758293142937,59.60142014549707,True
2026-02-28,East,Truck,Low,Clothing,41,23.360166368814617,3.9274870106004753,1.90114475567189,69.13317763528792,True
2026-04-25,South,Van,Low,Electronics,40,29.69198219731063,2.8937343657645638,1.8257904094849515,70.28956058975405,True
2026-03-27,East,Truck,Medium,Clothing,43,26.60957196674864,4.184550567479869,1.9697916726944031,79.54152276807959,True
2026-01-28,West,Bike,High,Grocery,32,25.8206015074766,1.2665354290176258,2.5229428115517734,71.47346207380332,False
2026-03-07,East,Van,Medium,Grocery,30,21.829175251798688,2.2868653172368707,2.038575239925356,67.09748131534934,False
2026-02-11,East,Bike,High,Electronics,31,23.335386655519056,0.9804661627435672,3.3058715338199787,67.31539729330632,False
2026-02-14,East,Bike,Medium,Home,46,31.169179567761013,1.4260399374897637,2.221198566103969,93.00620954688264,False
2026-03-03,South,Van,Medium,Clothing,22,5.892377752501666,0.5,1.2813699464099744,41.109893641062776,True
2026-02-26,North,Bike,Medium,Home,32,23.897486323691417,1.693860297240681,1.604648673481656,60.22097740779193,True
2026-04-27,North,Truck,Medium,Home,42,26.59188835434593,4.1990908703367165,1.8718484511375688,74.97279381808542,True
2026-01-06,North,Bike,Medium,Home,31,31.052247616925637,2.121221489638059,1.316537365980685,76.20387358581155,True
2026-01-28,North,Truck,Low,Grocery,42,14.90958654644558,2.772409868743848,1.129713397049422,49.67122449808383,True
2026-01-28,North,Truck,Medium,Electronics,40,14.43381285792193,2.030279545766846,1.4059310710967183,56.30792756212109,True
2026-04-18,West,Truck,High,Electronics,39,29.2555949539032,4.93133046082985,2.8053831954357906,79.62620343020747,False
2026-02-13,East,Bike,Low,Grocery,37,6.859929837687755,0.5,0.9744132186022084,42.8002200733382,True
2026-03-25,North,Truck,Low,Grocery,31,35.98970199684707,5.507000732045632,1.4918576492497118,85.98730853010966,True
2026-01-30,North,Truck,Medium,Electronics,41,26.03932792343529,4.599661021629819,2.048932030980944,75.59808215603464,False
2026-03-03,North,Bike,High,Home,30,38.028490915590936,2.340762808624446,2.867409529510344,95.24663827646164,False
2026-03-16,South,Van,Medium,Clothing,39,14.216348610874384,1.334125689363133,1.748163082078317,58.254431776580205,False
2026-04-29,South,Van,Medium,Clothing,40,20.072764781535835,2.327597294048254,1.4251320930636189,68.26971294177046,True
2026-04-02,West,Van,Low,Clothing,38,3.0,0.5,0.891988224751777,35.56458868370841,True
2026-03-30,South,Van,Medium,Home,39,16.838792133042514,1.8793640154822917,1.3360023053642869,52.46075769031471,True
2026-04-13,West,Van,Low,Electronics,52,22.345378073503085,1.671448499831641,1.192980733866441,63.25340544458476,True
2026-03-03,West,Bike,High,Grocery,42,6.335631779924071,0.5,2.1942882019533205,48.23992465142175,False
2026-04-07,North,Van,Medium,Electronics,36,20.448358690214405,2.410165526693616,1.7289104856953996,56.39600148058385,True
2026-01-01,West,Truck,Low,Home,39,6.113938408257802,0.5,1.0014193678972627,39.51662019945724,True
2026-01-27,East,Van,Low,Grocery,36,21.68285833579717,3.087830461842343,1.9083488220279856,68.7434564571037,False
2026-03-03,South,Bike,Low,Home,41,34.32400734397413,2.263342128235648,1.7567863679262583,88.94066321695787,True
2026-04-26,South,Bike,Medium,Clothing,32,23.685182248972897,0.5,1.3810273393946333,71.37016320593237,True
2026-03-18,West,Truck,Low,Clothing,33,38.92386635350623,7.1125236578054185,1.8976302511530911,91.21055251729244,True
2026-04-15,East,Bike,Medium,Home,50,31.076633070551487,2.91256157049904,2.19556437101256,95.2452589141717,False
2026-01-03,West,Van,Medium,Grocery,47,36.13333063746274,3.712778470388205,2.1474576954668168,95.38598164895906,True
2026-04-13,West,Bike,Low,Grocery,34,17.11549283209545,0.5244320266501401,0.9798922302569352,58.67719232368968,True
2026-03-11,East,Van,Low,Electronics,29,16.89772534446658,2.53309776956028,1.2561578033370542,45.116900812242434,True
2026-03-13,West,Bike,Low,Clothing,42,27.11052074746832,1.3363730792626407,1.886562254290995,78.44540113035724,True
2026-01-27,East,Van,High,Electronics,33,9.80068117530427,1.1015393019227326,2.3444956006062787,54.42354257324944,False
2026-01-09,East,Truck,Low,Electronics,43,28.24029374785881,4.925025911183361,2.445247817743455,73.41353358201778,False
2026-03-03,East,Bike,Medium,Home,44,21.084721651077636,1.0905795321023313,1.7109736367655537,65.36312793882914,True
2026-02-06,North,Van,High,Home,36,35.96997153791992,3.6683725988390905,2.8722666876389797,91.09047870042964,False
2026-04-07,East,Van,Medium,Electronics,49,30.11561028671469,2.5895613403626943,2.3609671197976194,88.68308033621226,False
